city,cityLabel,population,pa_s,pa_sLabel,coordenadas
http://www.wikidata.org/entity/Q171632,Maracaibo,1220000,http://www.wikidata.org/entity/Q717,Venezuela,Point(-71.633333333 10.633333333)
http://www.wikidata.org/entity/Q10128,Tangerang Selatan,1219245,http://www.wikidata.org/entity/Q252,Indonesia,Point(106.718055555 -6.288888888)
http://www.wikidata.org/entity/Q20714,Suwon,1216996,http://www.wikidata.org/entity/Q884,South Korea,Point(127.01 37.285833333)
http://www.wikidata.org/entity/Q205914,Lijiang,1216000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(100.220833333 26.880833333)
http://www.wikidata.org/entity/Q225641,Mombasa,1200000,http://www.wikidata.org/entity/Q114,Kenya,Point(39.666666666 -4.05)
http://www.wikidata.org/entity/Q79980,Varanasi,1198491,http://www.wikidata.org/entity/Q668,India,Point(83.006111111 25.306944444)
http://www.wikidata.org/entity/Q16557,Dallas,1197816,http://www.wikidata.org/entity/Q30,United States of America,Point(-96.7975 32.7825)
http://www.wikidata.org/entity/Q221436,Maiduguri,1197497,http://www.wikidata.org/entity/Q1033,Nigeria,Point(13.15 11.833333333)
http://www.wikidata.org/entity/Q3889,Maputo,1191613,http://www.wikidata.org/entity/Q1029,Mozambique,Point(32.576388888 -25.915277777)
http://www.wikidata.org/entity/Q199723,Balıkesir,1189057,http://www.wikidata.org/entity/Q43,Turkey,Point(27.884166666 39.651111111)
http://www.wikidata.org/entity/Q35484,Medina,1180770,http://www.wikidata.org/entity/Q851,Saudi Arabia,Point(39.6 24.466666666)
http://www.wikidata.org/entity/Q170115,Srinagar,1180570,http://www.wikidata.org/entity/Q668,India,Point(74.806111111 34.091111111)
http://www.wikidata.org/entity/Q8156,Bandarlampung,1166761,http://www.wikidata.org/entity/Q252,Indonesia,Point(105.2625 -5.429444444)
http://www.wikidata.org/entity/Q41278,Ulsan,1166033,http://www.wikidata.org/entity/Q884,South Korea,Point(129.316666666 35.55)
http://www.wikidata.org/entity/Q171617,Campinas,1164098,http://www.wikidata.org/entity/Q155,Brazil,Point(-47.057294444 -22.900913888)
http://www.wikidata.org/entity/Q37400,Naypyidaw,1160242,http://www.wikidata.org/entity/Q836,Myanmar,Point(96.15833 19.80278)
http://www.wikidata.org/entity/Q3718,Dakar,1146053,http://www.wikidata.org/entity/Q1041,Senegal,Point(-17.457222222 14.731944444)
http://www.wikidata.org/entity/Q425415,Panzhihua,1144000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(101.71487 26.58487)
http://www.wikidata.org/entity/Q42763,Santiago de los Caballeros,1142947,http://www.wikidata.org/entity/Q786,Dominican Republic,Point(-70.7 19.45)
http://www.wikidata.org/entity/Q185458,Quetta,1140000,http://www.wikidata.org/entity/Q843,Pakistan,Point(67.007 30.192)
http://www.wikidata.org/entity/Q81033,Monterrey,1135512,http://www.wikidata.org/entity/Q96,Mexico,Point(-100.308611111 25.671388888)
http://www.wikidata.org/entity/Q48403,Amritsar,1132383,http://www.wikidata.org/entity/Q668,India,Point(74.85 31.616666666)
http://www.wikidata.org/entity/Q201832,Aligarh,1131160,http://www.wikidata.org/entity/Q668,India,Point(78.08 27.88)
http://www.wikidata.org/entity/Q3238,Tegucigalpa,1126534,http://www.wikidata.org/entity/Q783,Honduras,Point(-87.206666666 14.094166666)
http://www.wikidata.org/entity/Q3579,Tripoli,1126000,http://www.wikidata.org/entity/Q1016,Libya,Point(13.18746 32.87519)
http://www.wikidata.org/entity/Q645725,Bhiwandi,1125898,http://www.wikidata.org/entity/Q668,India,Point(73.066666666 19.3)
http://www.wikidata.org/entity/Q362959,Xinyu,1125000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(114.924167 27.795)
http://www.wikidata.org/entity/Q362959,Xinyu,1125000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(114.93335 27.80429)
http://www.wikidata.org/entity/Q2256,Birmingham,1123000,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-1.9 52.483333333)
http://www.wikidata.org/entity/Q61445,Navi Mumbai,1119477,http://www.wikidata.org/entity/Q668,India,Point(73.01 19.03)
http://www.wikidata.org/entity/Q994,Tbilisi,1118035,http://www.wikidata.org/entity/Q230,Georgia,Point(44.783333333 41.716666666)
http://www.wikidata.org/entity/Q80985,Fez,1112072,http://www.wikidata.org/entity/Q1028,Morocco,Point(-5.001944444 34.044166666)
http://www.wikidata.org/entity/Q170366,Ahvaz,1112021,http://www.wikidata.org/entity/Q794,Iran,Point(48.669166666 31.320277777)
http://www.wikidata.org/entity/Q19316,Biên Hòa,1104000,http://www.wikidata.org/entity/Q881,Vietnam,Point(106.816666666 10.95)
http://www.wikidata.org/entity/Q363076,Yingtan,1102000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(117.0 28.23333)
http://www.wikidata.org/entity/Q363076,Yingtan,1102000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(117.0 28.233333333)
http://www.wikidata.org/entity/Q158467,Gwalior,1101981,http://www.wikidata.org/entity/Q668,India,Point(78.193055555 26.215)
http://www.wikidata.org/entity/Q349982,Hegang,1100000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(130.2775 47.313889)
http://www.wikidata.org/entity/Q349982,Hegang,1100000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(130.30012 47.35118)
http://www.wikidata.org/entity/Q3659,N'Djamena,1092066,http://www.wikidata.org/entity/Q657,Chad,Point(15.072222222 12.116388888)
http://www.wikidata.org/entity/Q194165,Irbid,1088100,http://www.wikidata.org/entity/Q810,Jordan,Point(35.85 32.55)
http://www.wikidata.org/entity/Q194165,Irbid,1088100,http://www.wikidata.org/entity/Q810,Jordan,Point(35.85 32.555555555)
http://www.wikidata.org/entity/Q3688,Nouakchott,1077169,http://www.wikidata.org/entity/Q1025,Mauritania,Point(-15.974444444 18.078333333)
http://www.wikidata.org/entity/Q205697,Howrah,1077075,http://www.wikidata.org/entity/Q668,India,Point(88.31 22.59)
http://www.wikidata.org/entity/Q365,Cologne,1075935,http://www.wikidata.org/entity/Q183,Germany,Point(6.957777777 50.942222222)
http://www.wikidata.org/entity/Q28441,São Luís,1073893,http://www.wikidata.org/entity/Q155,Brazil,Point(-44.302777777 -2.53)
http://www.wikidata.org/entity/Q274584,San Pedro Sula,1073824,http://www.wikidata.org/entity/Q783,Honduras,Point(-88.033333333 15.5)
http://www.wikidata.org/entity/Q243327,Changwon,1059241,http://www.wikidata.org/entity/Q884,South Korea,Point(128.681111111 35.228055555)
http://www.wikidata.org/entity/Q243327,Changwon,1059241,http://www.wikidata.org/entity/Q884,South Korea,Point(128.651388888 35.275277777)
http://www.wikidata.org/entity/Q46747,Sendai,1058070,http://www.wikidata.org/entity/Q17,Japan,Point(140.869444444 38.268333333)
http://www.wikidata.org/entity/Q197922,Zhongwei,1046000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(105.18838 37.51386)
http://www.wikidata.org/entity/Q210307,Ciudad Nezahualcóyotl,1039867,http://www.wikidata.org/entity/Q96,Mexico,Point(-98.988888888 19.4)
http://www.wikidata.org/entity/Q657461,Cartagena,1036412,http://www.wikidata.org/entity/Q739,Colombia,Point(-75.525277777 10.423611111)
http://www.wikidata.org/entity/Q200019,Jodhpur,1033918,http://www.wikidata.org/entity/Q668,India,Point(73.033333333 26.466666666)
http://www.wikidata.org/entity/Q500366,Ogbomosho,1032000,http://www.wikidata.org/entity/Q1033,Nigeria,Point(4.25 8.133333333)
http://www.wikidata.org/entity/Q23438,Ashgabat,1031992,http://www.wikidata.org/entity/Q874,Turkmenistan,Point(58.383333333 37.95)
http://www.wikidata.org/entity/Q71305,Ezhou,1031000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(114.88418 30.39724)
http://www.wikidata.org/entity/Q10393,Bogor,1030720,http://www.wikidata.org/entity/Q252,Indonesia,Point(106.8 -6.6)
http://www.wikidata.org/entity/Q182009,Tekirdağ,1029927,http://www.wikidata.org/entity/Q43,Turkey,Point(27.516666666 40.983333333)
http://www.wikidata.org/entity/Q10103,Batam,1029808,http://www.wikidata.org/entity/Q252,Indonesia,Point(104.016666666 1.067777777)
http://www.wikidata.org/entity/Q168888,Maceió,1029129,http://www.wikidata.org/entity/Q155,Brazil,Point(-35.735 -9.665833333)
http://www.wikidata.org/entity/Q3274,Managua,1028808,http://www.wikidata.org/entity/Q811,Nicaragua,Point(-86.266666666 12.15)
http://www.wikidata.org/entity/Q3674,Niamey,1026848,http://www.wikidata.org/entity/Q1032,Niger,Point(2.111111111 13.508611111)
http://www.wikidata.org/entity/Q269960,Shubra El-Kheima,1025569,http://www.wikidata.org/entity/Q79,Egypt,Point(31.242222222 30.128611111)
http://www.wikidata.org/entity/Q16553,San Jose,1025350,http://www.wikidata.org/entity/Q30,United States of America,Point(-121.872777777 37.304166666)
http://www.wikidata.org/entity/Q3748,Monrovia,1021762,http://www.wikidata.org/entity/Q1014,Liberia,Point(-10.804722222 6.310555555)
http://www.wikidata.org/entity/Q372773,Raipur,1010087,http://www.wikidata.org/entity/Q668,India,Point(81.6336833 21.2379468)
http://www.wikidata.org/entity/Q25282,Da Nang,1007400,http://www.wikidata.org/entity/Q881,Vietnam,Point(108.233333333 16.066666666)
http://www.wikidata.org/entity/Q330531,Kota,1001694,http://www.wikidata.org/entity/Q668,India,Point(75.83 25.18)
http://www.wikidata.org/entity/Q1519,Abu Dhabi,1000000,http://www.wikidata.org/entity/Q878,United Arab Emirates,Point(54.368611111 24.478055555)
http://www.wikidata.org/entity/Q213026,Bareilly,1000000,http://www.wikidata.org/entity/Q668,India,Point(79.415 28.364)
http://www.wikidata.org/entity/Q35246,Oruro,1000000,http://www.wikidata.org/entity/Q750,Bolivia,Point(-67.116666666 -17.966666666)
http://www.wikidata.org/entity/Q105037,Callao,994494,http://www.wikidata.org/entity/Q419,Peru,Point(-77.133333333 -12.033333333)
http://www.wikidata.org/entity/Q42061,Goyang,990073,http://www.wikidata.org/entity/Q884,South Korea,Point(126.835 37.656388888)
http://www.wikidata.org/entity/Q199440,Mexicali,988417,http://www.wikidata.org/entity/Q96,Mexico,Point(-115.467777777 32.663333333)
http://www.wikidata.org/entity/Q189138,Hermosillo,984342,http://www.wikidata.org/entity/Q96,Mexico,Point(-110.950833333 29.095555555)
http://www.wikidata.org/entity/Q487704,Honolulu County,983429,http://www.wikidata.org/entity/Q30,United States of America,Point(-157.966666666 21.466666666)
http://www.wikidata.org/entity/Q533432,Jiuquan,977600,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(98.50489 39.73695)
http://www.wikidata.org/entity/Q533432,Jiuquan,977600,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(98.51736 39.74318)
http://www.wikidata.org/entity/Q170616,Chiba,975669,http://www.wikidata.org/entity/Q17,Japan,Point(140.1 35.6)
http://www.wikidata.org/entity/Q170616,Chiba,975669,http://www.wikidata.org/entity/Q17,Japan,Point(140.11667 35.6)
http://www.wikidata.org/entity/Q3037,Kathmandu,975453,http://www.wikidata.org/entity/Q837,Nepal,Point(85.366666666 27.716666666)
http://www.wikidata.org/entity/Q173310,Kirkuk,975000,http://www.wikidata.org/entity/Q796,Iraq,Point(44.4 35.466666666)
http://www.wikidata.org/entity/Q2634,Naples,972212,http://www.wikidata.org/entity/Q38,Italy,Point(14.25 40.833333333)
http://www.wikidata.org/entity/Q18459,Yongin,971327,http://www.wikidata.org/entity/Q884,South Korea,Point(127.201111111 37.236111111)
http://www.wikidata.org/entity/Q58324,Zhoushan,969145,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(122.09885 30.01619)
http://www.wikidata.org/entity/Q170967,Denizli,963464,http://www.wikidata.org/entity/Q43,Turkey,Point(29.087777777 37.773055555)
http://www.wikidata.org/entity/Q199605,Guwahati,957352,http://www.wikidata.org/entity/Q668,India,Point(91.766666666 26.166666666)
http://www.wikidata.org/entity/Q271911,Dispur,957352,http://www.wikidata.org/entity/Q668,India,Point(91.77 26.15)
http://www.wikidata.org/entity/Q333928,Maracay,955362,http://www.wikidata.org/entity/Q717,Venezuela,Point(-67.595833333 10.246944444)
http://www.wikidata.org/entity/Q185518,Mandalay,952570,http://www.wikidata.org/entity/Q836,Myanmar,Point(96.086944444 21.976944444)
http://www.wikidata.org/entity/Q237847,Solapur,951558,http://www.wikidata.org/entity/Q668,India,Point(75.916666666 17.683333333)
http://www.wikidata.org/entity/Q3780,Freetown,951000,http://www.wikidata.org/entity/Q1044,Sierra Leone,Point(-13.233055555 8.483333333)
http://www.wikidata.org/entity/Q188806,Kitakyūshū,950646,http://www.wikidata.org/entity/Q17,Japan,Point(130.85034 33.85181)
http://www.wikidata.org/entity/Q188806,Kitakyūshū,950646,http://www.wikidata.org/entity/Q17,Japan,Point(130.883333333 33.883333333)
http://www.wikidata.org/entity/Q42108,Seongnam,948757,http://www.wikidata.org/entity/Q884,South Korea,Point(127.137777777 37.438611111)
http://www.wikidata.org/entity/Q126148,Tangier,947952,http://www.wikidata.org/entity/Q1028,Morocco,Point(-5.8125 35.784722222)
http://www.wikidata.org/entity/Q310114,Khartoum North,936349,http://www.wikidata.org/entity/Q1049,Sudan,Point(32.633333333 15.633333333)
http://www.wikidata.org/entity/Q1754,Stockholm,935619,http://www.wikidata.org/entity/Q34,Sweden,Point(18.068611111 59.329444444)
http://www.wikidata.org/entity/Q200805,Aguascalientes City,934424,http://www.wikidata.org/entity/Q96,Mexico,Point(-102.296111111 21.880833333)
http://www.wikidata.org/entity/Q2096,Edmonton,932546,http://www.wikidata.org/entity/Q16,Canada,Point(-113.5 53.533333333)
http://www.wikidata.org/entity/Q1015132,Danzhou,932356,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(109.583333333 19.5)
http://www.wikidata.org/entity/Q349979,Qitaihe,930000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(131.00635 45.76802)
http://www.wikidata.org/entity/Q101625,Marrakesh,928850,http://www.wikidata.org/entity/Q1028,Morocco,Point(-7.98108 31.62947)
http://www.wikidata.org/entity/Q1467,Cebu City,922611,http://www.wikidata.org/entity/Q928,Philippines,Point(123.9 10.3)
http://www.wikidata.org/entity/Q738353,Heroica Matamoros,920367,http://www.wikidata.org/entity/Q96,Mexico,Point(-97.504166666 25.879722222)
http://www.wikidata.org/entity/Q643883,Sialkot,920000,http://www.wikidata.org/entity/Q843,Pakistan,Point(74.533333333 32.5)
http://www.wikidata.org/entity/Q214173,Trujillo,919899,http://www.wikidata.org/entity/Q419,Peru,Point(-79.028888888 -8.111944444)
http://www.wikidata.org/entity/Q207754,Trichy,916857,http://www.wikidata.org/entity/Q668,India,Point(78.692777777 10.826944444)
http://www.wikidata.org/entity/Q2110515,Naucalpan de Juárez,913681,http://www.wikidata.org/entity/Q96,Mexico,Point(-99.23367 19.47857)
http://www.wikidata.org/entity/Q2110515,Naucalpan de Juárez,913681,http://www.wikidata.org/entity/Q96,Mexico,Point(-99.233333333 19.483333333)
http://www.wikidata.org/entity/Q16559,Austin,912791,http://www.wikidata.org/entity/Q30,United States of America,Point(-97.733333333 30.3)
http://www.wikidata.org/entity/Q2794758,Djelfa,897920,http://www.wikidata.org/entity/Q262,Algeria,Point(3.25 34.666666666)
http://www.wikidata.org/entity/Q165204,Merida,892363,http://www.wikidata.org/entity/Q96,Mexico,Point(-89.62 20.97)
http://www.wikidata.org/entity/Q495,Turin,889600,http://www.wikidata.org/entity/Q38,Italy,Point(7.7 45.066666666)
http://www.wikidata.org/entity/Q206484,Abeokuta,888924,http://www.wikidata.org/entity/Q1033,Nigeria,Point(3.35 7.15)
http://www.wikidata.org/entity/Q330643,Muradabad,887871,http://www.wikidata.org/entity/Q668,India,Point(78.728741666 28.843236111)
http://www.wikidata.org/entity/Q10086,Mysore,887446,http://www.wikidata.org/entity/Q668,India,Point(76.643333333 12.303055555)
http://www.wikidata.org/entity/Q193021,Duque de Caxias,886917,http://www.wikidata.org/entity/Q155,Brazil,Point(-43.311944444 -22.785833333)
http://www.wikidata.org/entity/Q493605,Duval County,885855,http://www.wikidata.org/entity/Q30,United States of America,Point(-81.65 30.33)
http://www.wikidata.org/entity/Q3306,Panama City,880691,http://www.wikidata.org/entity/Q804,Panama,Point(-79.5 9.0)
http://www.wikidata.org/entity/Q16568,Jacksonville,880619,http://www.wikidata.org/entity/Q30,United States of America,Point(-81.65 30.316666666)
http://www.wikidata.org/entity/Q1520,Astana,880191,http://www.wikidata.org/entity/Q232,Kazakhstan,Point(71.4 51.183333333)
http://www.wikidata.org/entity/Q61302,Chihuahua,878062,http://www.wikidata.org/entity/Q96,Mexico,Point(-106.088888888 28.635277777)
http://www.wikidata.org/entity/Q238508,Gurugram,876824,http://www.wikidata.org/entity/Q668,India,Point(77.033333333 28.466666666)
http://www.wikidata.org/entity/Q200017,Vijayawada,874587,http://www.wikidata.org/entity/Q668,India,Point(80.616666666 16.516666666)
http://www.wikidata.org/entity/Q321079,Jos,873943,http://www.wikidata.org/entity/Q1033,Nigeria,Point(8.89212 9.92849)
http://www.wikidata.org/entity/Q321079,Jos,873943,http://www.wikidata.org/entity/Q1033,Nigeria,Point(8.883333333 9.933333333)
http://www.wikidata.org/entity/Q33377,Jalandhar,873725,http://www.wikidata.org/entity/Q668,India,Point(75.579166666 31.325555555)
http://www.wikidata.org/entity/Q168866,Eskişehir,871187,http://www.wikidata.org/entity/Q43,Turkey,Point(30.520555555 39.776666666)
http://www.wikidata.org/entity/Q42099,Bucheon,867678,http://www.wikidata.org/entity/Q884,South Korea,Point(126.783055555 37.498888888)
http://www.wikidata.org/entity/Q1218,Jerusalem,865721,http://www.wikidata.org/entity/Q801,Israel,Point(35.216666666 31.783333333)
http://www.wikidata.org/entity/Q6346,Indianapolis,863002,http://www.wikidata.org/entity/Q30,United States of America,Point(-86.158055555 39.767777777)
http://www.wikidata.org/entity/Q1629,Zamboanga City,861799,http://www.wikidata.org/entity/Q928,Philippines,Point(122.083333333 6.916666666)
http://www.wikidata.org/entity/Q727,Amsterdam,860124,http://www.wikidata.org/entity/Q55,Netherlands,Point(4.9 52.383333333)
http://www.wikidata.org/entity/Q52607,Mar del Plata,860000,http://www.wikidata.org/entity/Q414,Argentina,Point(-57.55754 -38.00228)
http://www.wikidata.org/entity/Q52607,Mar del Plata,860000,http://www.wikidata.org/entity/Q414,Argentina,Point(-57.55 -38.0)
http://www.wikidata.org/entity/Q7786,Pekanbaru,855221,http://www.wikidata.org/entity/Q252,Indonesia,Point(101.45 0.533333333)
http://www.wikidata.org/entity/Q485496,Shymkent,854500,http://www.wikidata.org/entity/Q232,Kazakhstan,Point(69.6 42.3)
http://www.wikidata.org/entity/Q132754,Erbil,852500,http://www.wikidata.org/entity/Q796,Iraq,Point(44.009444444 36.191111111)
http://www.wikidata.org/entity/Q180078,Kermanshah,851405,http://www.wikidata.org/entity/Q794,Iran,Point(47.068611111 34.316666666)
http://www.wikidata.org/entity/Q466046,Salé,850403,http://www.wikidata.org/entity/Q1028,Morocco,Point(-6.816667 34.05)
http://www.wikidata.org/entity/Q587085,Ilorin,847582,http://www.wikidata.org/entity/Q1033,Nigeria,Point(4.55 8.5)
http://www.wikidata.org/entity/Q171771,Bhubaneswar,837737,http://www.wikidata.org/entity/Q668,India,Point(85.828055555 20.264444444)
http://www.wikidata.org/entity/Q514608,Tongchuan,835600,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(108.94219 34.90574)
http://www.wikidata.org/entity/Q11506,Denpasar,834881,http://www.wikidata.org/entity/Q252,Indonesia,Point(115.216666666 -8.65)
http://www.wikidata.org/entity/Q193428,Sakai,834267,http://www.wikidata.org/entity/Q17,Japan,Point(135.483333333 34.566666666)
http://www.wikidata.org/entity/Q42147,Cheongju,833276,http://www.wikidata.org/entity/Q884,South Korea,Point(127.489722222 36.637222222)
http://www.wikidata.org/entity/Q571712,Fangchenggang,829000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(108.3 21.6)
http://www.wikidata.org/entity/Q30996,El Alto,827239,http://www.wikidata.org/entity/Q750,Bolivia,Point(-68.2 -16.5)
http://www.wikidata.org/entity/Q184403,São Bernardo do Campo,816925,http://www.wikidata.org/entity/Q155,Brazil,Point(-46.565 -23.693888888)
http://www.wikidata.org/entity/Q1006343,Mira-Bhayandar,814655,http://www.wikidata.org/entity/Q668,India,Point(72.85 19.3)
http://www.wikidata.org/entity/Q16558,Fort Worth,812238,http://www.wikidata.org/entity/Q30,United States of America,Point(-97.333055555 32.757222222)
http://www.wikidata.org/entity/Q62,San Francisco,805235,http://www.wikidata.org/entity/Q30,United States of America,Point(-122.433333 37.766667)
http://www.wikidata.org/entity/Q1643,Taguig,804915,http://www.wikidata.org/entity/Q928,Philippines,Point(121.05 14.516666666)
http://www.wikidata.org/entity/Q179691,Niigata,801298,http://www.wikidata.org/entity/Q17,Japan,Point(139.036388888 37.916111111)
http://www.wikidata.org/entity/Q44059,La Plata,799523,http://www.wikidata.org/entity/Q414,Argentina,Point(-57.95 -34.933333333)
http://www.wikidata.org/entity/Q3825,Libreville,797003,http://www.wikidata.org/entity/Q1000,Gabon,Point(9.4544 0.3901)
http://www.wikidata.org/entity/Q185125,Hamamatsu,793904,http://www.wikidata.org/entity/Q17,Japan,Point(137.733333333 34.716666666)
http://www.wikidata.org/entity/Q8818,Valencia,791413,http://www.wikidata.org/entity/Q29,Spain,Point(-0.375 39.466666666)
http://www.wikidata.org/entity/Q1435,Zagreb,790017,http://www.wikidata.org/entity/Q224,Croatia,Point(15.95 45.8)
http://www.wikidata.org/entity/Q723677,Huaral,790011,http://www.wikidata.org/entity/Q419,Peru,Point(-77.216666666 -11.5)
http://www.wikidata.org/entity/Q723677,Huaral,790011,http://www.wikidata.org/entity/Q419,Peru,Point(-77.20906067 -11.50076008)
http://www.wikidata.org/entity/Q723677,Huaral,790011,http://www.wikidata.org/entity/Q419,Peru,Point(-77.2 -11.5)
http://www.wikidata.org/entity/Q16567,Columbus,787033,http://www.wikidata.org/entity/Q30,United States of America,Point(-82.983333333 39.983333333)
http://www.wikidata.org/entity/Q3876,Lilongwe,781538,http://www.wikidata.org/entity/Q1020,Malawi,Point(33.783333333 -13.983333333)
http://www.wikidata.org/entity/Q11445,Malang,780000,http://www.wikidata.org/entity/Q252,Indonesia,Point(112.62 -7.98)
http://www.wikidata.org/entity/Q9365,Dushanbe,780000,http://www.wikidata.org/entity/Q863,Tajikistan,Point(68.786388888 38.573055555)
http://www.wikidata.org/entity/Q243846,Hillah,780000,http://www.wikidata.org/entity/Q796,Iraq,Point(44.433333333 32.483333333)
http://www.wikidata.org/entity/Q1636,Antipolo,776386,http://www.wikidata.org/entity/Q928,Philippines,Point(121.166666666 14.583333333)
http://www.wikidata.org/entity/Q204271,San Luis Potosí,772828,http://www.wikidata.org/entity/Q96,Mexico,Point(-100.975 22.149722222)
http://www.wikidata.org/entity/Q122803,Erzurum,767848,http://www.wikidata.org/entity/Q43,Turkey,Point(41.275555555 39.909722222)
http://www.wikidata.org/entity/Q31487,Kraków,766739,http://www.wikidata.org/entity/Q36,Poland,Point(19.937222222 50.061388888)
http://www.wikidata.org/entity/Q39121,Leeds,766399,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-1.549166666 53.799722222)
http://www.wikidata.org/entity/Q208318,Kaduna,760084,http://www.wikidata.org/entity/Q1033,Nigeria,Point(7.440277777 10.523055555)
http://www.wikidata.org/entity/Q43668,Louisville,760026,http://www.wikidata.org/entity/Q30,United States of America,Point(-85.760277777 38.254166666)
http://www.wikidata.org/entity/Q9326,Vientiane,760000,http://www.wikidata.org/entity/Q819,Laos,Point(102.6 17.966666666)
http://www.wikidata.org/entity/Q1624,Pasig,755300,http://www.wikidata.org/entity/Q928,Philippines,Point(121.083333333 14.575)
http://www.wikidata.org/entity/Q14499,Samarinda,753370,http://www.wikidata.org/entity/Q252,Indonesia,Point(117.153611111 -0.502222222)
http://www.wikidata.org/entity/Q35381,Colombo,752993,http://www.wikidata.org/entity/Q854,Sri Lanka,Point(79.833333333 6.916666666)
http://www.wikidata.org/entity/Q14499,Samarinda,752845,http://www.wikidata.org/entity/Q252,Indonesia,Point(117.153611111 -0.502222222)
http://www.wikidata.org/entity/Q216847,Cúcuta,750000,http://www.wikidata.org/entity/Q739,Colombia,Point(-72.504722222 7.9075)
http://www.wikidata.org/entity/Q209034,Toluca,747512,http://www.wikidata.org/entity/Q96,Mexico,Point(-99.653888888 19.292222222)
http://www.wikidata.org/entity/Q42117,Ansan,747035,http://www.wikidata.org/entity/Q884,South Korea,Point(126.82194 37.32361)
http://www.wikidata.org/entity/Q42117,Ansan,747035,http://www.wikidata.org/entity/Q884,South Korea,Point(126.821944444 37.323611111)
http://www.wikidata.org/entity/Q167715,Thiruvananthapuram,743691,http://www.wikidata.org/entity/Q668,India,Point(76.899722222 8.5)
http://www.wikidata.org/entity/Q199889,Kumamoto,738407,http://www.wikidata.org/entity/Q17,Japan,Point(130.7 32.8)
http://www.wikidata.org/entity/Q1794,Frankfurt,736414,http://www.wikidata.org/entity/Q183,Germany,Point(8.679722222 50.113611111)
http://www.wikidata.org/entity/Q3832,Bangui,734350,http://www.wikidata.org/entity/Q929,Central African Republic,Point(18.555277777 4.361388888)
http://www.wikidata.org/entity/Q16565,Charlotte,731424,http://www.wikidata.org/entity/Q30,United States of America,Point(-80.843333333 35.226944444)
http://www.wikidata.org/entity/Q604385,Shizuishan,730400,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(106.36944 39.00985)
http://www.wikidata.org/entity/Q168193,Najaf,724700,http://www.wikidata.org/entity/Q796,Iraq,Point(44.339621 32.028951)
http://www.wikidata.org/entity/Q209779,Sagamihara,722334,http://www.wikidata.org/entity/Q17,Japan,Point(139.366666666 35.566666666)
http://www.wikidata.org/entity/Q50816,Mississauga,721599,http://www.wikidata.org/entity/Q16,Canada,Point(-79.65 43.6)
http://www.wikidata.org/entity/Q200078,Okayama,721294,http://www.wikidata.org/entity/Q17,Japan,Point(133.916666666 34.65)
http://www.wikidata.org/entity/Q360326,Tongling,720000,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(117.766667 30.933333)
http://www.wikidata.org/entity/Q465022,Enugu,715774,http://www.wikidata.org/entity/Q1033,Nigeria,Point(7.494166666 6.440277777)
http://www.wikidata.org/entity/Q191652,Santo André,710210,http://www.wikidata.org/entity/Q155,Brazil,Point(-46.533333333 -23.657222222)
http://www.wikidata.org/entity/Q53077,Saltillo,709671,http://www.wikidata.org/entity/Q96,Mexico,Point(-101.0 25.433333333)
http://www.wikidata.org/entity/Q61092,George Town,708127,http://www.wikidata.org/entity/Q833,Malaysia,Point(100.3292 5.4145)
http://www.wikidata.org/entity/Q242895,Saharanpur,705478,http://www.wikidata.org/entity/Q668,India,Point(77.546 29.964)
http://www.wikidata.org/entity/Q2135,Winnipeg,705244,http://www.wikidata.org/entity/Q16,Canada,Point(-97.15 49.883333)
http://www.wikidata.org/entity/Q25563103,Warangal,704570,http://www.wikidata.org/entity/Q668,India,Point(79.601111111 17.975555555)
http://www.wikidata.org/entity/Q200030,Latakia,700000,http://www.wikidata.org/entity/Q858,Syria,Point(35.791666666 35.523611111)
http://www.wikidata.org/entity/Q1773,Riga,698529,http://www.wikidata.org/entity/Q211,Latvia,Point(24.106944444 56.9475)
http://www.wikidata.org/entity/Q174691,Shizuoka,696291,http://www.wikidata.org/entity/Q17,Japan,Point(138.3825 34.975555555)
http://www.wikidata.org/entity/Q4035,Osasco,694844,http://www.wikidata.org/entity/Q155,Brazil,Point(-46.791944444 -23.532777777)
http://www.wikidata.org/entity/Q9863,Salem,693236,http://www.wikidata.org/entity/Q668,India,Point(78.166666666 11.65)
