city,cityLabel,population,pa_s,pa_sLabel,coordenadas
http://www.wikidata.org/entity/Q201618,Fukui,264034,http://www.wikidata.org/entity/Q17,Japan,Point(136.22257 36.06443)
http://www.wikidata.org/entity/Q166824,Afyonkarahisar,263297,http://www.wikidata.org/entity/Q43,Turkey,Point(30.538611111 38.758055555)
http://www.wikidata.org/entity/Q1017637,Nawabshah,263102,http://www.wikidata.org/entity/Q843,Pakistan,Point(68.416666666 26.25)
http://www.wikidata.org/entity/Q335769,Kafr el-Dawwar,262748,http://www.wikidata.org/entity/Q79,Egypt,Point(30.127222222 31.141666666)
http://www.wikidata.org/entity/Q2765,Gelsenkirchen,262528,http://www.wikidata.org/entity/Q183,Germany,Point(7.1 51.516666666)
http://www.wikidata.org/entity/Q461773,Barueri,262275,http://www.wikidata.org/entity/Q155,Brazil,Point(-46.876388888 -23.511111111)
http://www.wikidata.org/entity/Q641,Venice,261905,http://www.wikidata.org/entity/Q38,Italy,Point(12.331944444 45.439722222)
http://www.wikidata.org/entity/Q651860,Embu das Artes,261781,http://www.wikidata.org/entity/Q155,Brazil,Point(-46.851944444 -23.648888888)
http://www.wikidata.org/entity/Q208818,Fuchū,261742,http://www.wikidata.org/entity/Q17,Japan,Point(139.5 35.66667)
http://www.wikidata.org/entity/Q208818,Fuchū,261742,http://www.wikidata.org/entity/Q17,Japan,Point(139.477777777 35.668888888)
http://www.wikidata.org/entity/Q42057,Geoje,261371,http://www.wikidata.org/entity/Q884,South Korea,Point(128.588611111 34.850277777)
http://www.wikidata.org/entity/Q40435,Buffalo,261310,http://www.wikidata.org/entity/Q30,United States of America,Point(-78.849444444 42.904722222)
http://www.wikidata.org/entity/Q2758,Mönchengladbach,260925,http://www.wikidata.org/entity/Q183,Germany,Point(6.433333333 51.2)
http://www.wikidata.org/entity/Q203308,Shimonoseki,260661,http://www.wikidata.org/entity/Q17,Japan,Point(130.933333333 33.95)
http://www.wikidata.org/entity/Q26418,Hakodate,260587,http://www.wikidata.org/entity/Q17,Japan,Point(140.726111111 41.773333333)
http://www.wikidata.org/entity/Q1798241,Santa Catarina,259896,http://www.wikidata.org/entity/Q96,Mexico,Point(-100.45 25.683333333)
http://www.wikidata.org/entity/Q725168,Tagum,259444,http://www.wikidata.org/entity/Q928,Philippines,Point(125.80778 7.44778)
http://www.wikidata.org/entity/Q725168,Tagum,259444,http://www.wikidata.org/entity/Q928,Philippines,Point(125.8 7.45)
http://www.wikidata.org/entity/Q131323,Misrata,259056,http://www.wikidata.org/entity/Q1016,Libya,Point(15.090138888 32.377777777)
http://www.wikidata.org/entity/Q171031,Isparta,258375,http://www.wikidata.org/entity/Q43,Turkey,Point(30.55 37.766666666)
http://www.wikidata.org/entity/Q502199,Hiratsuka,257962,http://www.wikidata.org/entity/Q17,Japan,Point(139.342222222 35.323055555)
http://www.wikidata.org/entity/Q49267,Henderson,257729,http://www.wikidata.org/entity/Q30,United States of America,Point(-114.981388888 36.031666666)
http://www.wikidata.org/entity/Q207309,Tokushima,257447,http://www.wikidata.org/entity/Q17,Japan,Point(134.55 34.066666666)
http://www.wikidata.org/entity/Q207309,Tokushima,257447,http://www.wikidata.org/entity/Q17,Japan,Point(134.55 34.06666667)
http://www.wikidata.org/entity/Q42462,York,257342,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-1.083333333 53.95)
http://www.wikidata.org/entity/Q37701,Bloemfontein,256185,http://www.wikidata.org/entity/Q258,South Africa,Point(26.216666666 -29.1)
http://www.wikidata.org/entity/Q28603,Frankfort,255270,http://www.wikidata.org/entity/Q30,United States of America,Point(-84.863 38.197)
http://www.wikidata.org/entity/Q111739,Puerto Princesa,255116,http://www.wikidata.org/entity/Q928,Philippines,Point(118.75 9.75)
http://www.wikidata.org/entity/Q846502,Kuala Terengganu,255109,http://www.wikidata.org/entity/Q833,Malaysia,Point(103.140833333 5.330277777)
http://www.wikidata.org/entity/Q846502,Kuala Terengganu,255109,http://www.wikidata.org/entity/Q833,Malaysia,Point(103.15 5.333333333)
http://www.wikidata.org/entity/Q644008,Qarshi,254600,http://www.wikidata.org/entity/Q265,Uzbekistan,Point(65.8 38.866666666)
http://www.wikidata.org/entity/Q49236,St. Petersburg,253693,http://www.wikidata.org/entity/Q30,United States of America,Point(-82.64 27.773055555)
http://www.wikidata.org/entity/Q49268,Fort Wayne,253691,http://www.wikidata.org/entity/Q30,United States of America,Point(-85.13915 41.08045)
http://www.wikidata.org/entity/Q5576202,Godavarikhani,252693,http://www.wikidata.org/entity/Q668,India,Point(79.513311111 18.751891666)
http://www.wikidata.org/entity/Q2028,Verona,252520,http://www.wikidata.org/entity/Q38,Italy,Point(10.993741666 45.438158333)
http://www.wikidata.org/entity/Q2180,Malolos,252074,http://www.wikidata.org/entity/Q928,Philippines,Point(120.811388888 14.843333333)
http://www.wikidata.org/entity/Q11443,Kediri,252000,http://www.wikidata.org/entity/Q252,Indonesia,Point(112.011916666 -7.816611111)
http://www.wikidata.org/entity/Q489825,Kanggye,251971,http://www.wikidata.org/entity/Q423,North Korea,Point(126.6 40.966666666)
http://www.wikidata.org/entity/Q205526,Yamagata,251614,http://www.wikidata.org/entity/Q17,Japan,Point(140.333333333 38.25)
http://www.wikidata.org/entity/Q47282,Osh,251000,http://www.wikidata.org/entity/Q813,Kyrgyzstan,Point(72.783333333 40.533333333)
http://www.wikidata.org/entity/Q126269,Wolverhampton,250970,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-2.125278 52.584167)
http://www.wikidata.org/entity/Q55737,Mabalacat,250799,http://www.wikidata.org/entity/Q928,Philippines,Point(120.583333333 15.216666666)
http://www.wikidata.org/entity/Q328000,Sasebo,250636,http://www.wikidata.org/entity/Q17,Japan,Point(129.715555555 33.18)
http://www.wikidata.org/entity/Q55630,Novi Sad,250439,http://www.wikidata.org/entity/Q403,Serbia,Point(19.831666666 45.264444444)
http://www.wikidata.org/entity/Q49219,Irvine,250384,http://www.wikidata.org/entity/Q30,United States of America,Point(-117.7925 33.684166666)
http://www.wikidata.org/entity/Q35784,Al Bayda,250000,http://www.wikidata.org/entity/Q1016,Libya,Point(21.733333333 32.75)
http://www.wikidata.org/entity/Q636188,Rey,250000,http://www.wikidata.org/entity/Q794,Iran,Point(51.448888888 35.593055555)
http://www.wikidata.org/entity/Q201051,Rishon LeZion,249860,http://www.wikidata.org/entity/Q801,Israel,Point(34.8 31.95)
http://www.wikidata.org/entity/Q17179,Navotas,249463,http://www.wikidata.org/entity/Q928,Philippines,Point(120.941666666 14.666666666)
http://www.wikidata.org/entity/Q734442,Sōka,249455,http://www.wikidata.org/entity/Q17,Japan,Point(139.805555555 35.825555555)
http://www.wikidata.org/entity/Q14409,Palangkaraya,249434,http://www.wikidata.org/entity/Q252,Indonesia,Point(113.92 -2.21)
http://www.wikidata.org/entity/Q170996,Galați,249432,http://www.wikidata.org/entity/Q218,Romania,Point(28.0425 45.423333333)
http://www.wikidata.org/entity/Q143782,North Las Vegas,249180,http://www.wikidata.org/entity/Q30,United States of America,Point(-115.146666666 36.228611111)
http://www.wikidata.org/entity/Q14318,Vitoria-Gasteiz,249176,http://www.wikidata.org/entity/Q29,Spain,Point(-2.673055555 42.846666666)
http://www.wikidata.org/entity/Q134902,Stoke-on-Trent,249008,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-2.183333333 53.0)
http://www.wikidata.org/entity/Q43475,Derby,248700,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-1.466666666 52.916666666)
http://www.wikidata.org/entity/Q2773,Brunswick,248667,http://www.wikidata.org/entity/Q183,Germany,Point(10.521111111 52.269166666)
http://www.wikidata.org/entity/Q72259,Portsmouth,248440,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-1.088888888 50.795277777)
http://www.wikidata.org/entity/Q44213,Paraná,247863,http://www.wikidata.org/entity/Q414,Argentina,Point(-60.5175 -31.744444444)
http://www.wikidata.org/entity/Q523778,Sahiwal,247706,http://www.wikidata.org/entity/Q843,Pakistan,Point(73.183333333 31.116666666)
http://www.wikidata.org/entity/Q385,Gdynia,247672,http://www.wikidata.org/entity/Q36,Poland,Point(18.53188 54.51889)
http://www.wikidata.org/entity/Q26339,Jersey City,247597,http://www.wikidata.org/entity/Q30,United States of America,Point(-74.064722222 40.711388888)
http://www.wikidata.org/entity/Q1707,Kiel,247236,http://www.wikidata.org/entity/Q183,Germany,Point(10.139444444 54.323333333)
http://www.wikidata.org/entity/Q10566,Saskatoon,246376,http://www.wikidata.org/entity/Q16,Canada,Point(-106.683333333 52.133333333)
http://www.wikidata.org/entity/Q2795,Chemnitz,246353,http://www.wikidata.org/entity/Q183,Germany,Point(12.92217 50.83506)
http://www.wikidata.org/entity/Q49231,Norfolk,246139,http://www.wikidata.org/entity/Q30,United States of America,Point(-76.274394444 36.854627777)
http://www.wikidata.org/entity/Q328613,Fuji,245821,http://www.wikidata.org/entity/Q17,Japan,Point(138.676388888 35.161388888)
http://www.wikidata.org/entity/Q328613,Fuji,245821,http://www.wikidata.org/entity/Q17,Japan,Point(138.68333 35.16667)
http://www.wikidata.org/entity/Q328613,Fuji,245821,http://www.wikidata.org/entity/Q17,Japan,Point(138.699166666 35.201111111)
http://www.wikidata.org/entity/Q23051,Swansea,245500,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-3.95 51.616666666)
http://www.wikidata.org/entity/Q49225,Reno,245255,http://www.wikidata.org/entity/Q30,United States of America,Point(-119.821944444 39.527222222)
http://www.wikidata.org/entity/Q1017,Aachen,244951,http://www.wikidata.org/entity/Q183,Germany,Point(6.083788 50.776207)
http://www.wikidata.org/entity/Q583184,Antsirabe,244900,http://www.wikidata.org/entity/Q1019,Madagascar,Point(47.033333333 -19.866666666)
http://www.wikidata.org/entity/Q8757,A Coruña,244850,http://www.wikidata.org/entity/Q29,Spain,Point(-8.383333333 43.366666666)
http://www.wikidata.org/entity/Q16868,Laredo,244731,http://www.wikidata.org/entity/Q30,United States of America,Point(-99.507222222 27.506111111)
http://www.wikidata.org/entity/Q328153,Damanhur,244043,http://www.wikidata.org/entity/Q79,Egypt,Point(30.466666666 31.05)
http://www.wikidata.org/entity/Q49270,Chula Vista,243916,http://www.wikidata.org/entity/Q30,United States of America,Point(-117.048055555 32.627777777)
http://www.wikidata.org/entity/Q49273,Lubbock,243839,http://www.wikidata.org/entity/Q30,United States of America,Point(-101.883333333 33.566666666)
http://www.wikidata.org/entity/Q765553,Sabzevar,243700,http://www.wikidata.org/entity/Q794,Iran,Point(57.666666666 36.216666666)
http://www.wikidata.org/entity/Q152902,Tanga,243580,http://www.wikidata.org/entity/Q924,Tanzania,Point(39.1 -5.066666666)
http://www.wikidata.org/entity/Q760144,Ananthapuram,243143,http://www.wikidata.org/entity/Q668,India,Point(77.6 14.683333333)
http://www.wikidata.org/entity/Q40626,Tacloban,242089,http://www.wikidata.org/entity/Q928,Philippines,Point(125.003888888 11.244444444)
http://www.wikidata.org/entity/Q714865,Haeju,241599,http://www.wikidata.org/entity/Q423,North Korea,Point(125.716666666 38.033333333)
http://www.wikidata.org/entity/Q633911,Chigasaki,241532,http://www.wikidata.org/entity/Q17,Japan,Point(139.404722222 35.333888888)
http://www.wikidata.org/entity/Q194338,São Carlos,241389,http://www.wikidata.org/entity/Q155,Brazil,Point(-47.890833333 -22.017777777)
http://www.wikidata.org/entity/Q41473,Nizamabad,241034,http://www.wikidata.org/entity/Q668,India,Point(78.094 18.671997222)
http://www.wikidata.org/entity/Q35045,Potosí,240966,http://www.wikidata.org/entity/Q750,Bolivia,Point(-65.75 -19.583333333)
http://www.wikidata.org/entity/Q213324,Matsumoto,240956,http://www.wikidata.org/entity/Q17,Japan,Point(137.971944444 36.238055555)
http://www.wikidata.org/entity/Q206885,Düzce,240633,http://www.wikidata.org/entity/Q43,Turkey,Point(31.158333333 40.841666666)
http://www.wikidata.org/entity/Q3001,Paramaribo,240000,http://www.wikidata.org/entity/Q730,Suriname,Point(-55.166666666 5.866666666)
http://www.wikidata.org/entity/Q139398,Longueuil,239700,http://www.wikidata.org/entity/Q16,Canada,Point(-73.5167 45.5333)
http://www.wikidata.org/entity/Q42094,Mokpo,239524,http://www.wikidata.org/entity/Q884,South Korea,Point(126.388611111 34.793611111)
http://www.wikidata.org/entity/Q79848,Southampton,239400,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-1.404722 50.906944)
http://www.wikidata.org/entity/Q638509,Chimoio,238976,http://www.wikidata.org/entity/Q1029,Mozambique,Point(33.45 -19.116666666)
http://www.wikidata.org/entity/Q1733,Magdeburg,238136,http://www.wikidata.org/entity/Q183,Germany,Point(11.616666666 52.133333333)
http://www.wikidata.org/entity/Q530171,Ajman,238119,http://www.wikidata.org/entity/Q878,United Arab Emirates,Point(55.479722222 25.399444444)
http://www.wikidata.org/entity/Q2814,Halle (Saale),238005,http://www.wikidata.org/entity/Q183,Germany,Point(11.971944444 51.483055555)
http://www.wikidata.org/entity/Q36433,Porto,237591,http://www.wikidata.org/entity/Q45,Portugal,Point(-8.62672 41.15556)
http://www.wikidata.org/entity/Q61434,Nellore,237065,http://www.wikidata.org/entity/Q668,India,Point(79.966666666 14.433333333)
http://www.wikidata.org/entity/Q13666,Messina,236962,http://www.wikidata.org/entity/Q38,Italy,Point(15.55 38.183333333)
http://www.wikidata.org/entity/Q1020490,Mirpur Khas,236961,http://www.wikidata.org/entity/Q843,Pakistan,Point(69.0 25.516666666)
http://www.wikidata.org/entity/Q43788,Madison,236901,http://www.wikidata.org/entity/Q30,United States of America,Point(-89.384444444 43.074722222)
http://www.wikidata.org/entity/Q3635276,Kurnool,236800,http://www.wikidata.org/entity/Q668,India,Point(78.035 15.822222222)
http://www.wikidata.org/entity/Q514136,Pyongsong,236583,http://www.wikidata.org/entity/Q423,North Korea,Point(125.85 39.25)
http://www.wikidata.org/entity/Q49227,Winston-Salem,236441,http://www.wikidata.org/entity/Q30,United States of America,Point(-80.260555555 36.1025)
http://www.wikidata.org/entity/Q82128,Temuco,236377,http://www.wikidata.org/entity/Q298,Chile,Point(-72.666666666 -38.75)
http://www.wikidata.org/entity/Q210667,Chōfu,236178,http://www.wikidata.org/entity/Q17,Japan,Point(139.540833333 35.650555555)
http://www.wikidata.org/entity/Q49272,Chandler,236123,http://www.wikidata.org/entity/Q30,United States of America,Point(-111.841388888 33.303333333)
http://www.wikidata.org/entity/Q310117,Minya,236043,http://www.wikidata.org/entity/Q79,Egypt,Point(30.75 28.083333333)
http://www.wikidata.org/entity/Q157915,Garoua,235996,http://www.wikidata.org/entity/Q1009,Cameroon,Point(13.4 9.3)
http://www.wikidata.org/entity/Q386697,Yamato,235357,http://www.wikidata.org/entity/Q17,Japan,Point(139.46165 35.46934)
http://www.wikidata.org/entity/Q386697,Yamato,235357,http://www.wikidata.org/entity/Q17,Japan,Point(139.458055555 35.4875)
http://www.wikidata.org/entity/Q5779,Banda Aceh,235305,http://www.wikidata.org/entity/Q252,Indonesia,Point(95.316666666 5.55)
http://www.wikidata.org/entity/Q115382,Bayamo,235107,http://www.wikidata.org/entity/Q241,Cuba,Point(-76.642777777 20.381666666)
http://www.wikidata.org/entity/Q10717,Georgetown,235017,http://www.wikidata.org/entity/Q734,Guyana,Point(-58.166666666 6.783333333)
http://www.wikidata.org/entity/Q209766,Saga,234678,http://www.wikidata.org/entity/Q17,Japan,Point(130.3 33.266666666)
http://www.wikidata.org/entity/Q273863,Tsukuba,234455,http://www.wikidata.org/entity/Q17,Japan,Point(140.066666666 36.033333333)
http://www.wikidata.org/entity/Q389633,Neyagawa,233883,http://www.wikidata.org/entity/Q17,Japan,Point(135.628055555 34.766111111)
http://www.wikidata.org/entity/Q956371,Mirzapur,233691,http://www.wikidata.org/entity/Q668,India,Point(82.58 25.15)
http://www.wikidata.org/entity/Q200166,Kitchener,233222,http://www.wikidata.org/entity/Q16,Canada,Point(-80.483333333 43.45)
http://www.wikidata.org/entity/Q56759,Olongapo,233040,http://www.wikidata.org/entity/Q928,Philippines,Point(120.283333333 14.833333333)
http://www.wikidata.org/entity/Q244025,Burnaby,232755,http://www.wikidata.org/entity/Q16,Canada,Point(-122.949167 49.25)
http://www.wikidata.org/entity/Q8810,Granada,232208,http://www.wikidata.org/entity/Q29,Spain,Point(-3.600833333 37.178055555)
http://www.wikidata.org/entity/Q737660,Marília,232006,http://www.wikidata.org/entity/Q155,Brazil,Point(-49.945833333 -22.213888888)
http://www.wikidata.org/entity/Q532560,Jiayuguan City,231853,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(98.28618 39.81121)
http://www.wikidata.org/entity/Q532560,Jiayuguan City,231853,http://www.wikidata.org/entity/Q148,People's Republic of China,Point(98.3 39.8167)
http://www.wikidata.org/entity/Q63049,Abadan,231476,http://www.wikidata.org/entity/Q794,Iran,Point(48.304166666 30.339166666)
http://www.wikidata.org/entity/Q215080,Machala,231260,http://www.wikidata.org/entity/Q736,Ecuador,Point(-79.966666666 -3.266666666)
http://www.wikidata.org/entity/Q44239,Neuquén,231198,http://www.wikidata.org/entity/Q414,Argentina,Point(-68.045533333 -38.95735)
http://www.wikidata.org/entity/Q376023,Kasukabe,231100,http://www.wikidata.org/entity/Q17,Japan,Point(139.7525 35.975277777)
http://www.wikidata.org/entity/Q616650,Indaiatuba,231033,http://www.wikidata.org/entity/Q155,Brazil,Point(-47.218055555 -23.090277777)
http://www.wikidata.org/entity/Q190828,Petah Tikva,230984,http://www.wikidata.org/entity/Q801,Israel,Point(34.883333333 32.083333333)
http://www.wikidata.org/entity/Q1120810,"Durán, Ecuador",230839,http://www.wikidata.org/entity/Q736,Ecuador,Point(-79.831111111 -2.173333333)
http://www.wikidata.org/entity/Q10509,Elche,230625,http://www.wikidata.org/entity/Q29,Spain,Point(-0.698333333 38.266944444)
http://www.wikidata.org/entity/Q49222,Chesapeake,230571,http://www.wikidata.org/entity/Q30,United States of America,Point(-76.287405 36.767398)
http://www.wikidata.org/entity/Q14169,Singkawang,230376,http://www.wikidata.org/entity/Q252,Indonesia,Point(108.983333333 0.9)
http://www.wikidata.org/entity/Q320792,Bata,230282,http://www.wikidata.org/entity/Q983,Equatorial Guinea,Point(9.75 1.85)
http://www.wikidata.org/entity/Q202776,Ziguinchor,230000,http://www.wikidata.org/entity/Q1041,Senegal,Point(-16.266666666 12.583333333)
http://www.wikidata.org/entity/Q747840,Barisal,230000,http://www.wikidata.org/entity/Q902,Bangladesh,Point(90.366666666 22.7)
http://www.wikidata.org/entity/Q6634626,Pali,229956,http://www.wikidata.org/entity/Q668,India,Point(73.323333333 25.7725)
http://www.wikidata.org/entity/Q6634626,Pali,229956,http://www.wikidata.org/entity/Q1437,Rajasthan,Point(73.323333333 25.7725)
http://www.wikidata.org/entity/Q42056,Gangneung,229869,http://www.wikidata.org/entity/Q884,South Korea,Point(128.896111111 37.755555555)
http://www.wikidata.org/entity/Q669305,Cotia,229548,http://www.wikidata.org/entity/Q155,Brazil,Point(-46.918888888 -23.603888888)
http://www.wikidata.org/entity/Q28218,Baton Rouge,229493,http://www.wikidata.org/entity/Q30,United States of America,Point(-91.178611111 30.4475)
http://www.wikidata.org/entity/Q467421,Americana,229322,http://www.wikidata.org/entity/Q155,Brazil,Point(-47.330833333 -22.738888888)
http://www.wikidata.org/entity/Q3619248,Vizianagaram,228720,http://www.wikidata.org/entity/Q668,India,Point(83.416666666 18.116666666)
http://www.wikidata.org/entity/Q2538472,Malard,228673,http://www.wikidata.org/entity/Q794,Iran,Point(50.976666666 35.665833333)
http://www.wikidata.org/entity/Q185156,Guantánamo,228436,http://www.wikidata.org/entity/Q241,Cuba,Point(-75.206111 20.138333)
http://www.wikidata.org/entity/Q49229,Durham,228330,http://www.wikidata.org/entity/Q30,United States of America,Point(-78.907222 35.9875)
http://www.wikidata.org/entity/Q103217,Częstochowa,228179,http://www.wikidata.org/entity/Q36,Poland,Point(19.116666666 50.8)
http://www.wikidata.org/entity/Q103217,Częstochowa,228179,http://www.wikidata.org/entity/Q36,Poland,Point(19.12409 50.79646)
http://www.wikidata.org/entity/Q316500,Talisay,227645,http://www.wikidata.org/entity/Q928,Philippines,Point(123.833333333 10.25)
http://www.wikidata.org/entity/Q2833,Freiburg im Breisgau,227590,http://www.wikidata.org/entity/Q183,Germany,Point(7.849722222 47.994722222)
http://www.wikidata.org/entity/Q487672,Daşoguz,227184,http://www.wikidata.org/entity/Q874,Turkmenistan,Point(59.983055555 41.816666666)
http://www.wikidata.org/entity/Q851576,Nyala,227183,http://www.wikidata.org/entity/Q1049,Sudan,Point(24.883333333 12.05)
http://www.wikidata.org/entity/Q848638,Turkistan,227098,http://www.wikidata.org/entity/Q232,Kazakhstan,Point(68.243611111 43.3)
http://www.wikidata.org/entity/Q191914,Hachinohe,227090,http://www.wikidata.org/entity/Q17,Japan,Point(141.488333333 40.512222222)
http://www.wikidata.org/entity/Q49274,Garland,226876,http://www.wikidata.org/entity/Q30,United States of America,Point(-96.635 32.906944)
http://www.wikidata.org/entity/Q2805,Krefeld,226812,http://www.wikidata.org/entity/Q183,Germany,Point(6.566666666 51.333333333)
http://www.wikidata.org/entity/Q51682,Glendale,226721,http://www.wikidata.org/entity/Q30,United States of America,Point(-112.2 33.583333333)
http://www.wikidata.org/entity/Q655363,Jacareí,226539,http://www.wikidata.org/entity/Q155,Brazil,Point(-45.965833333 -23.305)
http://www.wikidata.org/entity/Q626247,Araraquara,226508,http://www.wikidata.org/entity/Q155,Brazil,Point(-48.175833333 -21.793888888)
http://www.wikidata.org/entity/Q59018,Kakinada,226409,http://www.wikidata.org/entity/Q668,India,Point(82.216666666 16.933333333)
http://www.wikidata.org/entity/Q99648,Ibb,225611,http://www.wikidata.org/entity/Q805,Yemen,Point(44.166666666 13.966666666)
http://www.wikidata.org/entity/Q163888,Ageo,225557,http://www.wikidata.org/entity/Q17,Japan,Point(139.593333333 35.9775)
http://www.wikidata.org/entity/Q5974,Padang Sidempuan,225544,http://www.wikidata.org/entity/Q252,Indonesia,Point(99.266666666 1.366666666)
http://www.wikidata.org/entity/Q823967,Takarazuka,225396,http://www.wikidata.org/entity/Q17,Japan,Point(135.360277777 34.8)
http://www.wikidata.org/entity/Q389711,Atsugi,225194,http://www.wikidata.org/entity/Q17,Japan,Point(139.366666666 35.433333333)
http://www.wikidata.org/entity/Q389711,Atsugi,225194,http://www.wikidata.org/entity/Q17,Japan,Point(139.36931 35.44272)
http://www.wikidata.org/entity/Q696074,Juliaca,225146,http://www.wikidata.org/entity/Q419,Peru,Point(-70.126944444 -15.490833333)
http://www.wikidata.org/entity/Q40840,Tampere,225118,http://www.wikidata.org/entity/Q33,Finland,Point(23.760833333 61.498055555)
http://www.wikidata.org/entity/Q178067,Toamasina,225116,http://www.wikidata.org/entity/Q1019,Madagascar,Point(49.40234 -18.1492)
http://www.wikidata.org/entity/Q107126,Arlington County,224906,http://www.wikidata.org/entity/Q30,United States of America,Point(-77.108333333 38.880277777)
http://www.wikidata.org/entity/Q49276,Hialeah,224669,http://www.wikidata.org/entity/Q30,United States of America,Point(-80.293888888 25.860555555)
http://www.wikidata.org/entity/Q223439,Kure,223503,http://www.wikidata.org/entity/Q17,Japan,Point(132.565833333 34.249166666)
http://www.wikidata.org/entity/Q955510,Itapevi,223404,http://www.wikidata.org/entity/Q155,Brazil,Point(-46.934166666 -23.548888888)
http://www.wikidata.org/entity/Q43421,Richmond,223170,http://www.wikidata.org/entity/Q30,United States of America,Point(-77.466666666 37.533333333)
http://www.wikidata.org/entity/Q41496,Thanjavur,222943,http://www.wikidata.org/entity/Q668,India,Point(79.15 10.8)
http://www.wikidata.org/entity/Q36405,Aberdeen,222793,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-2.1 57.15)
http://www.wikidata.org/entity/Q40191,Hobart,222356,http://www.wikidata.org/entity/Q408,Australia,Point(147.316666666 -42.883333333)
http://www.wikidata.org/entity/Q9310,Dili,222323,http://www.wikidata.org/entity/Q574,East Timor,Point(125.573611111 -8.558611111)
http://www.wikidata.org/entity/Q44214,Formosa,222226,http://www.wikidata.org/entity/Q414,Argentina,Point(-58.175833333 -26.184722222)
http://www.wikidata.org/entity/Q525618,Presidente Prudente,222192,http://www.wikidata.org/entity/Q155,Brazil,Point(-51.388888888 -22.125833333)
http://www.wikidata.org/entity/Q740687,Guéckédougou,221715,http://www.wikidata.org/entity/Q1006,Guinea,Point(-10.133333333 8.566666666)
http://www.wikidata.org/entity/Q386179,Ōta,221637,http://www.wikidata.org/entity/Q17,Japan,Point(139.375833333 36.291666666)
http://www.wikidata.org/entity/Q1019424,Rufisque,221066,http://www.wikidata.org/entity/Q1041,Senegal,Point(-17.266667 14.716667)
http://www.wikidata.org/entity/Q247248,Sambhal,220813,http://www.wikidata.org/entity/Q668,India,Point(78.55 28.58)
http://www.wikidata.org/entity/Q6647,Lalitpur,220802,http://www.wikidata.org/entity/Q837,Nepal,Point(85.3333 27.6833)
http://www.wikidata.org/entity/Q6647,Lalitpur,220802,http://www.wikidata.org/entity/Q837,Nepal,Point(85.35 27.7)
http://www.wikidata.org/entity/Q61301,Campeche,220389,http://www.wikidata.org/entity/Q96,Mexico,Point(-90.525277777 19.848611111)
http://www.wikidata.org/entity/Q4469,Talca,220357,http://www.wikidata.org/entity/Q298,Chile,Point(-71.666666666 -35.433333333)
http://www.wikidata.org/entity/Q171639,Ashdod,220174,http://www.wikidata.org/entity/Q801,Israel,Point(34.650277777 31.797777777)
http://www.wikidata.org/entity/Q104740,Radom,219703,http://www.wikidata.org/entity/Q36,Poland,Point(21.14714 51.40253)
http://www.wikidata.org/entity/Q104740,Radom,219703,http://www.wikidata.org/entity/Q36,Poland,Point(21.156666666 51.403611111)
http://www.wikidata.org/entity/Q15845,Bitung,218520,http://www.wikidata.org/entity/Q252,Indonesia,Point(125.197777777 1.447222222)
http://www.wikidata.org/entity/Q672458,San Miguel,218410,http://www.wikidata.org/entity/Q792,El Salvador,Point(-88.183333333 13.483333333)
http://www.wikidata.org/entity/Q25563078,Karimnagar,218302,http://www.wikidata.org/entity/Q668,India,Point(79.15 18.43333333)
http://www.wikidata.org/entity/Q989492,Córdoba,218153,http://www.wikidata.org/entity/Q96,Mexico,Point(-96.934722222 18.894166666)
http://www.wikidata.org/entity/Q2768192,Mahbubnagar,217942,http://www.wikidata.org/entity/Q668,India,Point(77.983333333 16.733333333)
http://www.wikidata.org/entity/Q1003496,Eluru,217876,http://www.wikidata.org/entity/Q668,India,Point(81.1 16.7)
http://www.wikidata.org/entity/Q15468,Badalona,217741,http://www.wikidata.org/entity/Q29,Spain,Point(2.233333333 41.433333333)
http://www.wikidata.org/entity/Q47837,Laayoune,217732,http://www.wikidata.org/entity/Q6250,Western Sahara,Point(-13.2 27.15)
http://www.wikidata.org/entity/Q990738,Manta,217553,http://www.wikidata.org/entity/Q736,Ecuador,Point(-80.71271 -0.96212)
http://www.wikidata.org/entity/Q990738,Manta,217553,http://www.wikidata.org/entity/Q736,Ecuador,Point(-80.7162 -0.950022222)
http://www.wikidata.org/entity/Q49221,Scottsdale,217385,http://www.wikidata.org/entity/Q30,United States of America,Point(-111.926111111 33.493055555)
http://www.wikidata.org/entity/Q617618,Apapa,217362,http://www.wikidata.org/entity/Q1033,Nigeria,Point(3.358888888 6.448888888)
http://www.wikidata.org/entity/Q617618,Apapa,217362,http://www.wikidata.org/entity/Q1033,Nigeria,Point(3.366666666 6.45)
http://www.wikidata.org/entity/Q182625,Windsor,217188,http://www.wikidata.org/entity/Q16,Canada,Point(-83.03526 42.31729)
http://www.wikidata.org/entity/Q182625,Windsor,217188,http://www.wikidata.org/entity/Q16,Canada,Point(-83.034722 42.318333)
http://www.wikidata.org/entity/Q182625,Windsor,217188,http://www.wikidata.org/entity/Q16,Canada,Point(-83.0 42.283333333)
